Date,Close,High,Low,Open,Volume
2020-01-02,153.63070678710938,153.73592078305674,151.4403612648745,151.87077685018224,22622100
2020-01-03,151.71771240234375,152.9898397602438,151.1820829031878,151.43077845265967,21116200
2020-01-06,152.10989379882812,152.17685479193506,149.69954615876685,150.24474992042818,20813700
2020-01-07,150.7229766845703,152.72202774210524,150.47429572546002,152.38726659655018,21634100
2020-01-08,153.12374877929688,153.80285985539652,151.07687054565162,152.01422217923997,27746500
2020-01-09,155.03672790527344,155.16107568797648,154.02285563193848,154.7976065353431,21385000
2020-01-10,154.31935119628906,156.11754842169302,154.16631002927403,155.73496009896448,20725900
2020-01-13,156.1749725341797,156.2036659355012,154.24286747459468,154.72111028970298,21626500
2020-01-14,155.07496643066406,156.48100098989536,154.6828039547299,156.2801326550877,23477400
2020-01-15,156.0792999267578,156.80623826160584,155.49585777140354,155.5436703714871,21417900
2020-01-16,158.93917846679688,159.00613945085294,156.89230027784512,157.19838261385726,23865400
2020-01-17,159.82872009277344,160.1826150291029,158.23137659221618,160.1347878389696,34371700
2020-01-21,159.25485229492188,160.87131529302522,159.18789129745628,159.4270126972985,29517200
2020-01-22,158.48965454101562,160.2017718683246,158.47052074324816,160.11567707577672,24138800
2020-01-23,159.4652557373047,159.54177632484775,158.07835475075984,158.95831961529043,19680800
2020-01-24,157.8583526611328,160.24000669202326,157.2940297469041,160.22087289642624,24918100
2020-01-27,155.2184600830078,156.27059993236668,153.22896856455375,154.13762683728552,32078100
2020-01-28,158.26010131835938,158.54703529988404,155.97410149841087,156.65319804776703,24899900
2020-01-29,160.72781372070312,161.40692483357122,158.48008159842541,160.5365195435661,34754500
2020-01-30,165.26150512695312,166.47624536926932,163.3580944003951,166.47624536926932,51597500
2020-01-31,162.82247924804688,164.89805047931748,162.20076967642075,164.71633054231768,36142700
2020-02-03,166.79190063476562,166.90667419309904,162.98507887556778,163.01377226515115,30107000
2020-02-04,172.28211975097656,172.77949617096175,168.63791325844628,169.43179777281273,36433300
2020-02-05,172.0717315673828,176.18462203966791,170.646577546561,176.02202125986724,39186300
2020-02-06,175.63943481445312,175.82116939232483,172.22477461712103,173.09517991386963,27751400
2020-02-07,175.88809204101562,177.55238181941203,174.53944418239138,174.89335368960715,33529100
2020-02-10,180.48876953125,180.62267688674245,175.27592767091278,175.59156956488937,35844300
2020-02-11,176.4141845703125,182.4017784312968,175.5150858823938,182.35395123825236,53159900
2020-02-12,176.67245483398438,177.76284779244725,173.93690553891975,177.50459260378693,47062900
2020-02-13,175.7159423828125,178.1262751254451,174.91248354045908,175.11335189974974,35295800
2020-02-14,177.28456115722656,177.3419479416643,174.7020390990651,175.27593613305828,23149500
2020-02-18,179.082763671875,179.53231299331577,177.4280479580581,177.53326193956144,27792200
2020-02-19,179.61985778808594,180.48304006462567,178.8429908122656,180.3679529969998,29997500
2020-02-20,176.87684631347656,179.59109533152372,173.69264865514552,179.3033630128696,36862400
2020-02-21,171.28530883789062,175.9944835447896,170.0001210262341,175.677979447649,48572600
2020-02-24,163.90025329589844,167.41055541671395,156.5535592532318,160.90787227995017,68311100
2020-02-25,161.1956024169922,167.68868511978565,160.79276839214288,167.07486300599308,68073300
2020-02-26,163.20973205566406,166.173341856373,161.32990785835108,162.76855509768666,56206100
2020-02-27,151.7100830078125,160.19810439327293,151.51826637471072,156.63985975002132,93174900
2020-02-28,155.38348388671875,157.01396242714807,145.78291680507826,146.1761505535195,97012700
2020-03-02,165.72256469726562,165.84725214121488,155.67122007392197,158.54851455513946,71030800
2020-03-03,157.7812042236328,167.84214735347513,155.62323375765956,166.69123269855749,71677000
2020-03-04,163.57412719726562,163.71798600854282,158.84576759279113,161.5983881374826,49814400
2020-03-05,159.46925354003906,163.8810962503905,158.91297485673198,159.25825077620962,47817300
2020-03-06,154.96145629882812,156.43846064054785,149.61927391701985,155.9589116856856,72821100
2020-03-09,144.45932006835938,151.29769273364732,143.86468405735084,144.82378195106654,70419300
2020-03-10,154.33804321289062,154.4435445747292,146.33916967424355,151.69093809040504,65354400
2020-03-11,147.34620666503906,151.2497272856061,144.96763347159413,150.70304912378282,56371600
2020-03-12,133.37216186523438,147.1927671769213,132.91179893562202,139.35693848888963,93226400
2020-03-13,152.3335418701172,155.28756555885374,134.97386167221535,141.4669594334102,92727400
2020-03-16,129.88104248046875,143.24128451832524,129.47822309810212,134.27371284247627,87905900
2020-03-17,140.57498168945312,141.4669356830153,129.4782123200479,134.27370166523488,81059800
2020-03-18,134.65737915039062,140.02833483349116,129.49744087317512,132.35554936316288,81593200
2020-03-19,136.87286376953125,144.00853964498106,133.31460422470954,136.93040730031092,85922700
2020-03-20,131.73214721679688,141.08335492184622,130.30308559133618,140.0283410192004,84866200
2020-03-23,130.41815185546875,134.82042313244085,127.09968071864685,131.4060216997835,78975200
2020-03-24,142.27259826660156,143.48107115066736,135.49178280411655,137.8703418209535,82516700
2020-03-25,140.91070556640625,148.01762672956067,138.5321461318536,142.81931624989076,75638200
2020-03-26,149.7247772216797,150.2522840058301,142.3013540352876,142.3301258021801,64568100
2020-03-27,143.57699584960938,148.55471778801984,143.09744675549933,145.5431500623959,57042300
2020-03-30,153.67626953125,154.03114574534303,143.87428673101866,146.20490249756406,63420300
2020-03-31,151.25936889648438,158.0401849030442,150.1563972926125,152.88023240421097,77927200
2020-04-01,145.8883819580078,151.29769352133948,144.65115210792916,146.7419785024719,57969900
2020-04-02,148.90951538085938,149.12051806227873,144.20994213398197,145.64858879747555,49630700
2020-04-03,147.53805541992188,150.9428564389478,145.96513519656827,148.75611404635072,41243300
2020-04-06,158.51010131835938,159.68978754304143,151.1346367173165,153.76257002104106,67111700
2020-04-07,156.80296325683594,163.04668700238489,156.58236014333622,162.65345324493913,62769000
2020-04-08,158.37588500976562,159.85288974778078,156.8125503143608,158.8937915807205,48318200
2020-04-09,158.38540649414062,160.52419044165111,156.64944185728208,159.55550695422653,51385100
2020-04-13,158.74029541015625,158.79785357990986,155.66159920596942,157.6277529176978,41905300
2020-04-14,166.59532165527344,166.64327948277887,161.12846591716172,162.08756392857342,52874300
2020-04-15,164.84976196289062,166.47063985600258,162.3177439351832,164.19756774039672,40940800
2020-04-16,169.7987060546875,170.02889484665954,165.82804085988397,167.1707868610428,50479600
2020-04-17,171.29489135742188,172.63762256797037,168.67654354484338,172.1580736163927,52765600
2020-04-20,167.89967346191406,171.43874700027857,167.83254421997154,169.40546416650326,36669600
2020-04-21,160.955810546875,166.56652426997513,159.3157467603245,166.40347938927022,56203700
2020-04-22,166.4226531982422,166.883016041338,163.8330920831556,164.37977021533112,34620200
2020-04-23,164.4085693359375,167.89968529923357,163.9194346484231,166.9885451708801,32790800
2020-04-24,167.41055297851562,167.4201386896981,163.72762029949916,165.02239377346234,34277600
2020-04-27,166.93096923828125,169.66438909285577,166.21164591318208,169.3670711266954,33194400
2020-04-28,162.8644256591797,168.4847404079508,162.46160626369866,168.40801081338196,34392700
2020-04-29,170.17274475097656,170.4125192420091,164.8497627577928,166.13495051740563,51286600
2020-04-30,171.87994384765625,173.02125807378783,169.02182152297334,172.63762476152021,53875900
2020-05-01,167.4297332763672,171.33325425569686,166.8926261404798,168.60941963686815,39370500
2020-05-04,171.5250701904297,171.67852937146313,166.69122306526026,167.3530029781281,30372900
2020-05-05,173.36654663085938,176.13833922421273,172.54172177775038,173.23227349824506,36839200
2020-05-06,175.07376098632812,176.66586734693817,174.2009928364274,174.6325840551125,32139300
2020-05-07,176.0903778076172,177.00151787281814,175.11209386572145,176.63705599286882,28316000
2020-05-08,177.12619018554688,177.43310853305755,175.86018858874598,177.41392247767007,30877800
2020-05-11,179.10194396972656,179.8404388027955,175.37105378962218,175.65877144683225,30892700
2020-05-12,175.04498291015625,179.38969598215928,174.84358051153828,179.15952181231017,32038200
2020-05-13,172.39785766601562,176.52198180554484,169.31914678665967,175.08333487091883,44711500
2020-05-14,173.14598083496094,173.29944004506697,168.49434914201782,170.27827221414205,41873900
2020-05-15,175.66839599609375,179.40887240192436,169.76034870947603,171.73608827946217,46610400
2020-05-18,177.34683227539062,178.58406237879933,176.43569201199034,178.15247116294398,35264500
2020-05-19,176.11917114257812,178.96769338498885,175.98489800741655,177.46190249419382,26799100
2020-05-20,178.5620574951172,178.74479597512035,176.9078134425219,177.74454787681842,31261300
2020-05-21,176.41729736328125,179.53343450207785,176.28265027752389,178.31198364707294,29119500
2020-05-22,176.49424743652344,177.40793984867838,175.5613302081153,176.18648894671776,20826900
2020-05-26,174.62844848632812,179.36996380985485,174.17641576810772,179.21607720887897,36073600
2020-05-27,174.85923767089844,175.03236374007147,169.8484288796313,173.31078883334195,39517100
2020-05-28,174.4649200439453,177.10978523834348,173.48392606542558,173.83016355061866,33810200
2020-05-29,176.2442169189453,177.2252256734002,173.51279574227843,175.74409279455577,42130400
